SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,AVAILABLE_FLAG,game_phase,comparable_name,season,possessions_estimate,net_rating_estimate,game_number,rolling_net_rating
2010-11,1610612748,MIA,Miami Heat,21000103,2010-11-09,MIA vs. UTA,L,53.0,36,82,0.439,6,15,0.4,36,47,0.766,10,36,46,21,12.0,3,7,5,20,32,114,-2.0,1,59,59,59,1,41,13,63,39,58,28,1,1,46,29,16,18,29,20,71,16,64,33,1,13,60,,regular,Miami Heat 2010-11,2010-11,104.68,-1.910584638899503,8,12.13084502572038
2010-11,1610612748,MIA,Miami Heat,21000118,2010-11-11,MIA vs. BOS,L,48.0,36,72,0.5,3,16,0.188,32,41,0.78,11,26,37,18,14.0,4,4,0,22,30,107,-5.0,1,59,59,59,5,41,62,31,71,50,77,6,5,38,20,74,67,50,38,67,51,1,54,4,26,69,,regular,Miami Heat 2010-11,2010-11,93.03999999999999,-5.374032674118659,9,10.185858614627154
2010-11,1610612748,MIA,Miami Heat,21000133,2010-11-13,MIA vs. TOR,W,48.0,40,79,0.506,3,10,0.3,26,36,0.722,11,27,38,18,9.0,5,2,4,22,29,109,9.0,1,1,1,1,5,24,23,30,71,77,61,17,14,60,20,66,63,50,6,59,75,53,54,6,22,36,,regular,Miami Heat 2010-11,2010-11,92.84,9.69409737182249,10,10.136682490346686
2010-11,1610612748,MIA,Miami Heat,21000158,2010-11-17,MIA vs. PHX,W,48.0,47,86,0.547,7,19,0.368,22,25,0.88,9,33,42,29,11.0,9,3,4,27,22,123,27.0,1,1,1,1,5,2,8,12,31,30,36,39,50,8,41,41,43,4,14,12,60,53,77,35,4,5,,regular,Miami Heat 2010-11,2010-11,99.0,27.27272727272727,11,13.743076096740293
2010-11,1610612748,MIA,Miami Heat,21000175,2010-11-19,MIA vs. CHA,W,48.0,34,80,0.425,5,17,0.294,22,27,0.815,10,34,44,14,12.0,6,3,1,18,23,95,8.0,1,1,1,1,5,55,20,66,49,45,64,39,43,19,29,33,28,73,20,44,60,9,18,24,60,39,,regular,Miami Heat 2010-11,2010-11,93.88,8.52151682999574,12,13.527308087300739
2010-11,1610612748,MIA,Miami Heat,21000185,2010-11-20,MIA @ MEM,L,48.0,38,79,0.481,10,22,0.455,9,12,0.75,6,26,32,20,8.0,6,1,5,22,15,95,-2.0,1,59,59,59,5,29,23,44,8,16,16,81,81,48,67,74,78,31,3,44,79,64,54,77,60,60,,regular,Miami Heat 2010-11,2010-11,86.28,-2.3180343069077423,13,10.434589163652216
2010-11,1610612748,MIA,Miami Heat,21000196,2010-11-22,MIA vs. IND,L,48.0,24,62,0.387,4,20,0.2,25,38,0.658,6,33,39,16,22.0,4,10,2,19,27,77,-16.0,1,59,59,59,5,82,82,79,64,24,76,21,9,77,67,41,59,63,82,67,3,22,26,10,82,80,,regular,Miami Heat 2010-11,2010-11,94.72,-16.89189189189189,14,6.0382436656118035
2010-11,1610612748,MIA,Miami Heat,21000213,2010-11-24,MIA @ ORL,L,48.0,34,82,0.415,4,18,0.222,23,29,0.793,13,25,38,19,10.0,6,2,2,27,19,95,-9.0,1,59,59,59,5,55,13,72,64,37,74,28,32,27,10,78,63,41,8,44,75,22,77,58,60,75,,regular,Miami Heat 2010-11,2010-11,91.76,-9.808195292066259,15,1.8777738979314105
2010-11,1610612748,MIA,Miami Heat,21000226,2010-11-26,MIA vs. PHI,W,48.0,35,78,0.449,6,16,0.375,23,29,0.793,12,27,39,19,11.0,7,3,1,16,22,99,9.0,1,1,1,1,5,49,31,57,39,50,34,28,32,27,15,66,59,41,14,32,60,9,7,35,46,36,,regular,Miami Heat 2010-11,2010-11,89.76,10.026737967914439,16,3.2010975450862573
2010-11,1610612748,MIA,Miami Heat,21000239,2010-11-27,MIA @ DAL,L,48.0,31,75,0.413,5,15,0.333,28,35,0.8,10,33,43,17,15.0,8,5,3,24,23,95,-11.0,1,59,59,59,5,72,46,73,49,58,45,13,16,23,29,41,37,57,45,22,36,41,68,24,60,77,,regular,Miami Heat 2010-11,2010-11,95.4,-11.530398322851152,17,0.7681942315724737
2010-11,1610612748,MIA,Miami Heat,21000250,2010-11-29,MIA vs. WAS,W,48.0,34,74,0.459,4,12,0.333,33,42,0.786,9,36,45,15,17.0,6,6,5,21,31,105,11.0,1,1,1,1,5,55,52,51,64,71,45,5,4,32,41,16,24,65,65,44,23,64,43,2,32,33,,regular,Miami Heat 2010-11,2010-11,100.48,10.947452229299362,18,2.05399791839236
2010-11,1610612748,MIA,Miami Heat,21000265,2010-12-01,MIA vs. DET,W,48.0,39,76,0.513,6,12,0.5,13,21,0.619,10,35,45,23,10.0,10,4,3,18,16,97,25.0,1,1,1,1,5,26,44,25,39,71,8,74,64,80,29,23,24,20,8,4,51,41,18,74,48,8,,regular,Miami Heat 2010-11,2010-11,85.24,29.32895354293759,19,5.524296540097985
2010-11,1610612748,MIA,Miami Heat,21000273,2010-12-02,MIA @ CLE,W,48.0,47,83,0.566,10,24,0.417,14,21,0.667,9,34,43,30,10.0,7,5,0,28,19,118,28.0,1,1,1,1,5,2,10,7,8,10,26,70,64,74,41,33,37,3,8,32,36,1,82,58,8,4,,regular,Miami Heat 2010-11,2010-11,93.24,30.03003003003003,20,7.557889805918739
2010-11,1610612748,MIA,Miami Heat,21000288,2010-12-04,MIA vs. ATL,W,48.0,34,72,0.472,3,8,0.375,18,23,0.783,6,37,43,15,10.0,7,9,0,16,17,89,12.0,1,1,1,1,5,55,62,48,71,81,34,54,58,36,67,10,37,65,8,32,4,1,7,71,70,26,,regular,Miami Heat 2010-11,2010-11,86.12,13.934045517882025,21,6.224021630434214
2010-11,1610612748,MIA,Miami Heat,21000306,2010-12-06,MIA @ MIL,W,48.0,35,72,0.486,5,8,0.625,13,18,0.722,11,37,48,20,18.0,2,3,5,26,20,88,10.0,1,1,1,1,5,49,62,41,49,81,3,74,74,60,20,10,12,31,73,78,60,64,75,53,73,34,,regular,Miami Heat 2010-11,2010-11,86.92,11.50483202945237,22,6.522353150379876
2010-11,1610612748,MIA,Miami Heat,21000324,2010-12-08,MIA @ UTA,W,48.0,41,80,0.513,9,20,0.45,20,25,0.8,15,27,42,22,15.0,8,1,3,21,20,111,13.0,1,1,1,1,5,17,20,26,16,24,17,47,50,23,5,66,43,23,45,22,79,41,43,53,17,25,,regular,Miami Heat 2010-11,2010-11,91.0,14.285714285714285,23,8.18272800964208
2010-11,1610612748,MIA,Miami Heat,21000340,2010-12-10,MIA @ GSW,W,48.0,41,78,0.526,9,14,0.643,15,21,0.714,15,35,50,33,19.0,8,7,2,16,17,106,22.0,1,1,1,1,5,17,31,18,16,64,1,66,64,64,5,23,3,1,77,22,16,22,7,71,28,11,,regular,Miami Heat 2010-11,2010-11,91.24,24.112231477422185,24,12.283140346573488
2010-11,1610612748,MIA,Miami Heat,21000348,2010-12-11,MIA @ SAC,W,48.0,41,79,0.519,7,14,0.5,15,24,0.625,11,45,56,22,15.0,7,8,4,18,21,104,21.0,1,1,1,1,5,17,23,23,31,64,8,66,54,79,20,1,1,23,45,32,11,53,18,45,34,13,,regular,Miami Heat 2010-11,2010-11,93.56,22.44548952543822,25,15.508508828323937
2010-11,1610612748,MIA,Miami Heat,21000355,2010-12-13,MIA vs. NOH,W,48.0,31,70,0.443,4,14,0.286,30,38,0.789,8,28,36,17,6.0,6,9,1,25,29,96,12.0,1,1,1,1,5,72,73,60,64,64,66,11,9,30,52,60,69,57,1,44,4,9,71,6,52,26,,regular,Miami Heat 2010-11,2010-11,84.72,14.164305949008499,26,15.92226562643334
2010-11,1610612748,MIA,Miami Heat,21000371,2010-12-15,MIA vs. CLE,W,48.0,32,70,0.457,10,23,0.435,27,41,0.659,9,36,45,17,14.0,4,8,0,20,28,101,6.0,1,1,1,1,5,69,73,52,8,13,21,15,5,76,41,16,24,57,38,67,11,1,33,9,39,47,,regular,Miami Heat 2010-11,2010-11,93.03999999999999,6.44883920894239,27,17.720189379612695
2010-11,1610612748,MIA,Miami Heat,21000382,2010-12-17,MIA @ NYK,W,48.0,45,82,0.549,10,18,0.556,13,18,0.722,8,37,45,19,18.0,10,9,3,20,14,113,22.0,1,1,1,1,5,6,13,11,8,37,6,74,74,60,52,10,24,41,73,4,4,41,33,80,15,11,,regular,Miami Heat 2010-11,2010-11,99.92,22.017614091273018,28,18.82720556581006
2010-11,1610612748,MIA,Miami Heat,21000393,2010-12-18,MIA @ WAS,W,48.0,31,72,0.431,8,22,0.364,25,32,0.781,8,36,44,18,17.0,8,9,6,20,23,95,1.0,1,1,1,1,5,72,62,65,22,16,37,21,22,37,52,16,28,50,65,22,4,74,33,24,60,57,,regular,Miami Heat 2010-11,2010-11,95.08,1.051745898190997,29,15.999484801335402
2010-11,1610612748,MIA,Miami Heat,21000410,2010-12-20,MIA vs. DAL,L,48.0,34,84,0.405,11,31,0.355,17,25,0.68,16,28,44,18,12.0,7,5,1,20,23,96,-2.0,1,59,59,59,5,55,9,77,6,1,40,57,50,72,3,60,28,50,20,32,36,9,33,24,52,60,,regular,Miami Heat 2010-11,2010-11,91.0,-2.197802197802198,30,12.77670157855218
2010-11,1610612748,MIA,Miami Heat,21000432,2010-12-23,MIA @ PHX,W,48.0,37,82,0.451,5,18,0.278,16,17,0.941,11,33,44,12,16.0,9,4,2,22,21,95,12.0,1,1,1,1,5,34,13,56,49,37,67,64,78,2,20,41,28,80,52,12,51,22,54,45,60,26,,regular,Miami Heat 2010-11,2010-11,94.48,12.701100762066044,31,12.65340710297058
2010-11,1610612748,MIA,Miami Heat,21000435,2010-12-25,MIA @ LAL,W,48.0,35,79,0.443,9,25,0.36,17,20,0.85,9,35,44,25,10.0,9,4,1,17,23,96,16.0,1,1,1,1,5,49,23,59,16,8,38,57,68,12,41,23,28,13,8,12,51,9,12,24,52,20,,regular,Miami Heat 2010-11,2010-11,88.8,18.01801801801802,32,13.304725701827147
2010-11,1610612748,MIA,Miami Heat,21000457,2010-12-28,MIA vs. NYK,W,48.0,38,79,0.481,3,13,0.231,27,34,0.794,13,37,50,15,11.0,2,5,5,20,22,106,8.0,1,1,1,1,5,29,23,44,71,68,73,15,18,26,10,10,3,65,14,78,36,64,33,35,28,39,,regular,Miami Heat 2010-11,2010-11,91.96000000000001,8.69943453675511,33,12.746097726931229
2010-11,1610612748,MIA,Miami Heat,21000469,2010-12-29,MIA @ HOU,W,48.0,43,74,0.581,5,16,0.313,34,37,0.919,4,36,40,20,17.0,3,9,0,26,23,125,6.0,1,1,1,1,5,9,52,2,49,50,58,3,11,3,81,16,53,31,65,71,4,1,75,24,2,47,,regular,Miami Heat 2010-11,2010-11,103.28,5.809450038729667,34,10.915819583061976
2010-11,1610612748,MIA,Miami Heat,21000486,2011-01-01,MIA vs. GSW,W,48.0,35,71,0.493,9,21,0.429,35,47,0.745,10,33,43,24,14.0,7,6,2,12,31,114,7.0,1,1,1,1,5,49,69,36,16,21,23,2,1,52,29,41,37,15,38,32,23,22,1,2,13,44,,regular,Miami Heat 2010-11,2010-11,95.68,7.316053511705685,35,9.402875981688723
2010-11,1610612748,MIA,Miami Heat,21000499,2011-01-03,MIA @ CHA,W,48.0,37,76,0.487,5,15,0.333,17,19,0.895,10,36,46,15,16.0,5,5,2,15,20,96,14.0,1,1,1,1,5,34,44,39,49,58,45,57,71,6,29,16,18,65,52,59,36,22,4,53,52,22,,regular,Miami Heat 2010-11,2010-11,90.36,15.493581230633025,36,9.535803509851176
2010-11,1610612748,MIA,Miami Heat,21000505,2011-01-04,MIA vs. MIL,W,48.0,33,74,0.446,4,12,0.333,31,37,0.838,12,35,47,14,14.0,8,7,4,22,25,101,12.0,1,1,1,1,5,62,52,58,64,71,45,8,11,13,15,23,15,73,38,22,16,53,54,14,39,26,,regular,Miami Heat 2010-11,2010-11,92.28,13.003901170351106,37,10.191309705992046
2010-11,1610612748,MIA,Miami Heat,21000532,2011-01-07,MIA @ MIL,W,53.0,35,89,0.393,5,12,0.417,26,32,0.813,13,35,48,20,16.0,11,6,9,21,23,101,6.0,1,1,1,1,1,49,3,78,49,71,26,17,22,20,10,23,12,31,52,2,23,82,43,24,39,47,,regular,Miami Heat 2010-11,2010-11,106.08,5.656108597285068,38,8.555159156593252
2010-11,1610612748,MIA,Miami Heat,21000549,2011-01-09,MIA @ POR,W,53.0,45,79,0.57,5,15,0.333,12,16,0.75,7,34,41,19,17.0,7,3,3,22,15,107,7.0,1,1,1,1,1,6,23,5,49,58,45,77,79,48,66,33,49,41,65,32,60,41,54,77,26,44,,regular,Miami Heat 2010-11,2010-11,96.04,7.2886297376093285,39,9.178847540535086
2010-11,1610612748,MIA,Miami Heat,21000572,2011-01-12,MIA @ LAC,L,48.0,37,88,0.42,8,27,0.296,23,30,0.767,13,33,46,22,7.0,3,5,8,21,18,105,-6.0,1,59,59,59,5,34,5,69,22,5,63,28,28,43,10,41,18,23,2,71,36,79,43,65,32,73,,regular,Miami Heat 2010-11,2010-11,95.2,-6.302521008403361,40,8.76837565947497
2010-11,1610612748,MIA,Miami Heat,21000575,2011-01-13,MIA @ DEN,L,48.0,41,89,0.461,10,23,0.435,10,18,0.556,12,29,41,23,16.0,3,5,3,15,18,102,-28.0,1,59,59,59,5,17,3,50,8,13,21,79,74,82,15,56,49,20,52,71,36,41,4,65,38,81,,regular,Miami Heat 2010-11,2010-11,100.92,-27.744748315497425,41,4.723790751718623
2010-11,1610612748,MIA,Miami Heat,21000591,2011-01-15,MIA @ CHI,L,48.0,34,77,0.442,13,28,0.464,15,20,0.75,6,24,30,18,13.0,2,9,5,20,14,96,-3.0,1,59,59,59,5,55,40,61,2,3,15,66,68,48,67,80,80,50,31,78,4,64,33,80,52,63,,regular,Miami Heat 2010-11,2010-11,92.8,-3.2327586206896552,42,2.598713087847855
2010-11,1610612748,MIA,Miami Heat,21000611,2011-01-18,MIA vs. ATL,L,53.0,28,77,0.364,7,30,0.233,26,29,0.897,11,35,46,12,16.0,6,5,2,18,22,89,-4.0,1,59,59,59,1,80,40,82,31,2,72,17,32,5,20,23,18,80,52,44,36,22,18,35,70,67,,regular,Miami Heat 2010-11,2010-11,94.76,-4.221190375685943,43,1.3066505966037496
2010-11,1610612748,MIA,Miami Heat,21000643,2011-01-22,MIA vs. TOR,W,48.0,42,80,0.525,16,26,0.615,20,26,0.769,10,32,42,27,14.0,4,8,1,22,21,120,17.0,1,1,1,1,5,13,20,20,1,6,4,47,46,41,29,50,43,9,38,67,11,9,54,45,7,19,,regular,Miami Heat 2010-11,2010-11,95.44,17.812238055322716,44,2.506929398263055
2010-11,1610612748,MIA,Miami Heat,21000678,2011-01-27,MIA @ NYK,L,48.0,30,72,0.417,5,19,0.263,23,33,0.697,11,38,49,13,19.0,7,5,1,22,22,88,-5.0,1,59,59,59,5,77,62,71,49,30,69,28,21,68,20,8,9,78,77,32,36,9,54,35,73,69,,regular,Miami Heat 2010-11,2010-11,94.52,-5.289885738468049,45,1.2463354732456813
2010-11,1610612748,MIA,Miami Heat,21000686,2011-01-28,MIA vs. DET,W,48.0,33,73,0.452,5,24,0.208,17,22,0.773,9,33,42,18,11.0,3,5,6,16,18,88,1.0,1,1,1,1,5,62,60,55,49,10,75,57,61,40,41,41,43,50,14,71,36,74,7,65,73,57,,regular,Miami Heat 2010-11,2010-11,84.68,1.1809163911195086,46,-0.18493101070567017
2010-11,1610612748,MIA,Miami Heat,21000701,2011-01-30,MIA @ OKC,W,48.0,39,75,0.52,8,18,0.444,22,32,0.688,12,29,41,21,20.0,10,9,4,24,25,108,5.0,1,1,1,1,5,26,46,22,22,37,18,39,22,71,15,56,49,29,80,4,4,53,68,14,24,53,,regular,Miami Heat 2010-11,2010-11,97.08,5.150391429748661,47,-0.9702819847659148
2010-11,1610612748,MIA,Miami Heat,21000710,2011-01-31,MIA vs. CLE,W,48.0,43,88,0.489,8,18,0.444,23,28,0.821,16,34,50,19,13.0,7,6,4,20,22,117,27.0,1,1,1,1,5,9,5,37,22,37,18,28,38,17,3,33,3,41,31,32,23,53,33,35,10,5,,regular,Miami Heat 2010-11,2010-11,97.32,27.743526510480887,48,1.2384598065536672
2010-11,1610612748,MIA,Miami Heat,21000730,2011-02-03,MIA @ ORL,W,48.0,36,72,0.5,7,16,0.438,25,36,0.694,9,35,44,19,11.0,6,6,0,27,26,104,4.0,1,1,1,1,5,41,62,31,31,50,20,21,14,69,41,23,28,41,14,44,23,1,77,12,34,56,,regular,Miami Heat 2010-11,2010-11,89.84,4.452359750667854,49,0.9548328078595196
2010-11,1610612748,MIA,Miami Heat,21000733,2011-02-04,MIA @ CHA,W,48.0,43,78,0.551,9,19,0.474,14,19,0.737,9,27,36,24,12.0,12,3,5,25,22,109,12.0,1,1,1,1,5,9,31,10,16,30,14,70,71,56,41,66,69,15,20,1,60,64,71,35,22,26,,regular,Miami Heat 2010-11,2010-11,89.36,13.428827215756492,50,2.927967630275505
2010-11,1610612748,MIA,Miami Heat,21000754,2011-02-06,MIA vs. LAC,W,48.0,34,77,0.442,10,28,0.357,19,28,0.679,10,34,44,19,16.0,9,7,2,24,21,97,18.0,1,1,1,1,5,55,40,61,8,3,39,51,38,73,29,33,28,41,52,12,16,22,68,45,48,17,,regular,Miami Heat 2010-11,2010-11,95.32,18.883759966428872,51,7.590818458468135
2010-11,1610612748,MIA,Miami Heat,21000769,2011-02-08,MIA vs. IND,W,48.0,44,83,0.53,8,24,0.333,21,28,0.75,10,26,36,20,12.0,10,3,2,14,24,117,5.0,1,1,1,1,5,8,10,17,22,10,45,45,38,48,29,74,69,31,20,4,60,22,2,19,10,53,,regular,Miami Heat 2010-11,2010-11,97.32,5.1376900945334985,52,8.42786332999045
2010-11,1610612748,MIA,Miami Heat,21000792,2011-02-11,MIA @ DET,W,48.0,38,75,0.507,6,14,0.429,24,29,0.828,11,33,44,29,17.0,9,3,5,17,21,106,14.0,1,1,1,1,5,29,46,28,39,64,23,26,32,15,20,41,28,4,65,12,60,64,12,45,28,22,,regular,Miami Heat 2010-11,2010-11,93.76,14.93174061433447,53,10.343156428992492
2010-11,1610612748,MIA,Miami Heat,21000804,2011-02-13,MIA @ BOS,L,48.0,31,74,0.419,3,16,0.188,17,23,0.739,9,32,41,17,17.0,3,3,1,21,22,82,-3.0,1,59,59,59,5,72,52,70,71,50,77,57,58,54,41,50,49,57,65,71,60,9,43,35,80,63,,regular,Miami Heat 2010-11,2010-11,92.12,-3.256621797655232,54,8.236270443694696
2010-11,1610612748,MIA,Miami Heat,21000818,2011-02-15,MIA @ IND,W,48.0,43,88,0.489,4,16,0.25,20,26,0.769,10,40,50,15,13.0,6,8,2,21,19,110,7.0,1,1,1,1,5,9,5,37,64,50,70,47,46,41,29,4,3,65,31,44,11,22,43,58,20,44,,regular,Miami Heat 2010-11,2010-11,102.44,6.833268254588051,55,9.448585843000307
2010-11,1610612748,MIA,Miami Heat,21000825,2011-02-16,MIA @ TOR,W,48.0,36,73,0.493,2,11,0.182,29,37,0.784,10,39,49,22,17.0,5,6,7,14,24,103,8.0,1,1,1,1,5,41,60,35,81,76,79,12,11,35,29,5,9,23,65,59,23,77,2,19,36,39,,regular,Miami Heat 2010-11,2010-11,96.28,8.309098462816785,56,10.161404050170034
2010-11,1610612748,MIA,Miami Heat,21000841,2011-02-22,MIA vs. SAC,W,48.0,51,90,0.567,7,18,0.389,8,11,0.727,8,35,43,20,9.0,9,4,1,19,14,117,20.0,1,1,1,1,5,1,2,6,31,37,32,82,82,58,52,23,37,31,6,12,51,9,26,80,10,15,,regular,Miami Heat 2010-11,2010-11,95.84,20.868113522537563,57,11.733176259448925
2010-11,1610612748,MIA,Miami Heat,21000859,2011-02-24,MIA @ CHI,L,48.0,32,79,0.405,2,12,0.167,23,27,0.852,6,33,39,12,12.0,8,5,3,23,27,89,-4.0,1,59,59,59,5,69,23,76,81,71,82,28,43,11,67,41,59,80,20,22,36,41,64,10,70,67,,regular,Miami Heat 2010-11,2010-11,96.88,-4.128819157720892,58,8.545941692628748
2010-11,1610612748,MIA,Miami Heat,21000866,2011-02-25,MIA vs. WAS,W,48.0,41,78,0.526,5,13,0.385,34,45,0.756,5,29,34,14,8.0,5,6,2,17,29,121,8.0,1,1,1,1,5,17,31,18,49,68,33,3,3,47,76,56,75,73,3,59,23,22,12,6,6,39,,regular,Miami Heat 2010-11,2010-11,100.8,7.936507936507936,59,8.894356511212754
2010-11,1610612748,MIA,Miami Heat,21000887,2011-02-27,MIA vs. NYK,L,48.0,32,74,0.432,6,22,0.273,16,22,0.727,6,36,42,20,20.0,9,3,5,18,20,86,-5.0,1,59,59,59,5,69,52,64,39,16,68,64,61,58,67,16,43,31,80,12,60,64,18,53,76,69,,regular,Miami Heat 2010-11,2010-11,97.68,-5.118755118755118,60,7.039598277761594
2010-11,1610612748,MIA,Miami Heat,21000912,2011-03-03,MIA vs. ORL,L,48.0,35,75,0.467,3,17,0.176,23,30,0.767,8,27,35,13,12.0,10,5,8,19,24,96,-3.0,1,59,59,59,5,49,46,49,71,45,80,28,28,43,52,66,73,78,20,4,36,79,26,19,52,63,,regular,Miami Heat 2010-11,2010-11,92.2,-3.2537960954446854,61,4.825842671574239
2010-11,1610612748,MIA,Miami Heat,21000923,2011-03-04,MIA @ SAS,L,48.0,37,78,0.474,7,20,0.35,14,20,0.7,6,34,40,23,14.0,3,2,1,22,18,95,-30.0,1,59,59,59,5,34,31,47,31,24,42,70,68,67,67,33,53,20,38,71,75,9,54,65,60,82,,regular,Miami Heat 2010-11,2010-11,94.8,-31.645569620253166,62,1.1475167000955715
2010-11,1610612748,MIA,Miami Heat,21000931,2011-03-06,MIA vs. CHI,L,48.0,33,68,0.485,3,9,0.333,17,23,0.739,8,22,30,18,16.0,8,4,5,23,17,86,-1.0,1,59,59,59,5,62,79,42,71,78,45,57,58,54,52,81,80,50,52,22,51,64,64,71,76,59,,regular,Miami Heat 2010-11,2010-11,86.12,-1.1611704598235022,63,-0.4617744073202257
2010-11,1610612748,MIA,Miami Heat,21000951,2011-03-08,MIA vs. POR,L,48.0,37,72,0.514,7,22,0.318,15,19,0.789,6,25,31,20,14.0,6,2,3,21,16,96,-9.0,1,59,59,59,5,34,62,24,31,16,56,66,71,30,67,78,79,31,38,44,75,41,43,74,52,75,,regular,Miami Heat 2010-11,2010-11,88.36,-10.185604345857854,64,-1.154672662140488
2010-11,1610612748,MIA,Miami Heat,21000964,2011-03-10,MIA vs. LAL,W,48.0,37,81,0.457,8,19,0.421,12,18,0.667,18,28,46,17,15.0,8,3,2,19,19,94,6.0,1,1,1,1,5,34,17,53,22,30,25,77,74,74,1,60,18,57,45,22,60,22,26,58,67,47,,regular,Miami Heat 2010-11,2010-11,85.92,6.983240223463687,65,-1.1396754652529244
2010-11,1610612748,MIA,Miami Heat,21000976,2011-03-12,MIA vs. MEM,W,48.0,40,69,0.58,12,19,0.632,26,30,0.867,5,35,40,27,15.0,10,11,3,25,23,118,33.0,1,1,1,1,5,24,75,3,4,30,2,17,28,9,76,23,53,9,45,4,1,41,71,24,8,1,,regular,Miami Heat 2010-11,2010-11,92.2,35.79175704989154,66,1.6085903934545507
2010-11,1610612748,MIA,Miami Heat,21000993,2011-03-14,MIA vs. SAS,W,48.0,42,78,0.538,3,9,0.333,23,24,0.958,8,39,47,25,11.0,9,5,2,21,21,110,30.0,1,1,1,1,5,13,31,14,71,78,45,28,54,1,52,5,15,13,14,12,36,22,43,45,20,3,,regular,Miami Heat 2010-11,2010-11,91.56,32.7653997378768,67,2.7983190149884742
2010-11,1610612748,MIA,Miami Heat,21001006,2011-03-16,MIA vs. OKC,L,48.0,30,78,0.385,3,17,0.176,22,28,0.786,9,31,40,14,12.0,5,8,4,19,25,85,-11.0,1,59,59,59,5,77,31,80,71,45,80,39,38,32,41,53,53,73,20,59,11,53,26,14,78,77,,regular,Miami Heat 2010-11,2010-11,93.32,-11.787398199742821,68,2.032461110786281
2010-11,1610612748,MIA,Miami Heat,21001020,2011-03-18,MIA @ ATL,W,48.0,38,71,0.535,11,22,0.5,19,26,0.731,8,42,50,28,16.0,2,3,2,23,18,106,21.0,1,1,1,1,5,29,69,16,6,16,8,51,46,57,52,2,3,7,52,78,60,22,64,65,28,13,,regular,Miami Heat 2010-11,2010-11,90.44,23.21981424148607,69,3.5607917412840946
2010-11,1610612748,MIA,Miami Heat,21001030,2011-03-19,MIA vs. DEN,W,48.0,36,71,0.507,6,20,0.3,25,29,0.862,4,34,38,15,12.0,6,11,2,22,19,103,5.0,1,1,1,1,5,41,69,27,39,24,61,21,32,10,81,33,63,65,20,44,1,22,54,58,36,53,,regular,Miami Heat 2010-11,2010-11,91.76,5.448997384481255,70,4.617566991607732
2010-11,1610612748,MIA,Miami Heat,21001058,2011-03-23,MIA @ DET,W,48.0,31,64,0.484,6,19,0.316,32,39,0.821,8,26,34,20,12.0,6,1,1,21,26,100,6.0,1,1,1,1,5,72,81,43,39,30,57,6,7,18,52,74,75,31,20,44,79,9,43,12,44,47,,regular,Miami Heat 2010-11,2010-11,85.16,7.045561296383279,71,5.647502730790529
2010-11,1610612748,MIA,Miami Heat,21001072,2011-03-25,MIA vs. PHI,W,48.0,41,83,0.494,7,20,0.35,22,28,0.786,15,34,49,22,16.0,11,6,2,17,24,111,12.0,1,1,1,1,5,17,10,34,31,24,42,39,38,32,5,33,9,23,52,2,23,22,12,19,17,26,,regular,Miami Heat 2010-11,2010-11,96.32,12.458471760797343,72,10.057906868895579
2010-11,1610612748,MIA,Miami Heat,21001089,2011-03-27,MIA vs. HOU,W,48.0,46,92,0.5,5,17,0.294,28,34,0.824,17,31,48,16,10.0,1,6,2,19,23,125,6.0,1,1,1,1,5,4,1,31,49,45,64,13,18,16,2,53,12,63,8,82,23,22,26,24,2,47,,regular,Miami Heat 2010-11,2010-11,99.96000000000001,6.002400960384153,73,10.774264010916344
2010-11,1610612748,MIA,Miami Heat,21001101,2011-03-29,MIA @ CLE,L,48.0,33,78,0.423,10,25,0.4,14,22,0.636,8,22,30,24,13.0,5,3,7,25,23,90,-12.0,1,59,59,59,5,62,31,67,8,8,28,70,61,78,52,81,80,15,31,59,60,77,71,24,69,79,,regular,Miami Heat 2010-11,2010-11,92.68,-12.94777729823047,74,10.498046715679084
2010-11,1610612748,MIA,Miami Heat,21001110,2011-03-30,MIA @ WAS,W,48.0,41,71,0.577,10,19,0.526,31,39,0.795,8,27,35,28,13.0,7,7,6,18,30,123,16.0,1,1,1,1,5,17,69,4,8,30,7,8,7,25,52,66,73,7,31,32,16,74,18,4,4,20,,regular,Miami Heat 2010-11,2010-11,93.16,17.174753112924,75,11.517198004625115
2010-11,1610612748,MIA,Miami Heat,21001126,2011-04-01,MIA @ MIN,W,48.0,42,77,0.545,4,13,0.308,23,30,0.767,9,37,46,26,18.0,8,3,3,20,24,111,19.0,1,1,1,1,5,13,40,13,64,68,60,28,28,43,41,10,18,11,73,22,60,41,33,19,17,16,,regular,Miami Heat 2010-11,2010-11,99.2,19.153225806451612,76,9.853344880281123
